,Index,Category,Number,protein,carbonhydrate,fat,minerals,fibre,water
340,0340,Fried dumplings,1427,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
341,0341,Sushi of floss,397,0.02966080851335749,0.02825793243502301,0.1913923792584892,0.004058189816688889,0.0,0.7466306899764414
342,0342,Yong zhou blood duck,429,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
343,0343,Braised beef brisket en casserole,499,0.29080634227726154,0.0,0.16219760896350158,0.003232775703832596,0.0,0.5437632730554042
344,0344,Preserved rice,400,,,,,,
345,0345,Guo kui,404,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
346,0346,Fried rice cake with chinese cabbage,393,0.04028399400144473,0.3261511514339192,0.02944212894920405,0.0054329480976644745,0.010941331704096101,0.5877484458136715
347,0347,Stewed bean curd soup with cr uci an carp,575,0.04597092886022553,0.14676433188916724,0.012563483663664122,0.013005109150023222,0.0647209764491788,0.716975169987741
348,0348,Smoothies,452,0.012228841723204176,0.07778345227218394,0.0,0.0009437257772456339,0.0,0.9090439802273662
349,0349,Elbow,493,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
350,0350,Cheese baked scallops,339,0.2200570278816059,0.02406231052537186,0.29553453183725953,0.024242459080112883,0.0,0.4361036706756498
351,0351,Sauerkraut bass,413,0.0,0.0,1.0,0.0,0.0,0.0
352,0352,Bean buns,858,0.04597092886022553,0.14676433188916724,0.012563483663664122,0.013005109150023222,0.0647209764491788,0.716975169987741
353,0353,Durian pizza,429,0.02147180179186717,0.08529624014567418,0.011326867917728092,0.008160348421548754,0.019698900726483642,0.8540458409966982
354,0354,Boiled dried shreds,667,0.3557694404091062,0.5082420577272946,0.059951818238035984,0.0452309915551537,0.0,0.030805692070409493
355,0355,Steamed chicken feet with black bean sauce,496,0.04597092886022553,0.14676433188916724,0.012563483663664122,0.013005109150023222,0.0647209764491788,0.716975169987741
356,0356,Blueberry mousse,287,0.0019668451663885124,0.16029788106066375,0.0019668451663885124,0.0008426554746358304,0.01770160649749661,0.8172241666344269
357,0357,Fried rice noodles with eggs,471,0.001594885823170563,0.8581482532297111,0.0005980821836889611,0.0009037121475904151,0.00498401819740801,0.13377104841843096
358,0358,Rice with duck legs,500,0.03244974690288997,0.22565970782009723,0.023617858602103404,0.006164479411489008,0.014885205001325676,0.6972230022620947
359,0359,Tofu with shallots,379,0.05996426794780174,0.03083876637315518,0.32038051732111217,0.010035287308812625,0.011085831049173432,0.5676953299999449
360,0360,Toma haw,401,0.02335533419009144,0.09352030004083224,0.014547602228573906,0.00225220633685636,0.011875593655978699,0.8544489635476674
361,0361,Bacon sandwich,386,0.018944349788474493,0.08692693835232308,0.02910720410208321,0.0021655759851949906,0.016773643041878457,0.8460822887300458
362,0362,Braised eggplant with bean curd,1572,0.05943422059851989,0.1285799151510463,0.03651514206706451,0.010109459868115659,0.032047864048221505,0.7333133982670322
363,0363,Donkey burger,1772,0.20445458303506844,0.004996645670183718,0.2778746826785843,0.01892391851351953,0.0,0.4937501701026441
364,0364,Braised fish with soy sauce,499,0.12468444561540949,0.3107612325362411,0.07619049523571934,0.009423574409092467,0.009998752655606213,0.4689414995479314
365,0365,Rice covered with black pepper steak,473,0.08841734258774994,0.5442049141950538,0.027742111341295936,0.018303691922730257,0.21529920764870772,0.10603273230446239
366,0366,Italian noodle with meat sauce,467,0.14121643345442805,0.07904197594740904,0.21780673520991994,0.013054037301830562,0.022555402565637813,0.5263254155207746
367,0367,Rice with teriyaki drumstick,745,0.03244974690288997,0.22565970782009723,0.023617858602103404,0.006164479411489008,0.014885205001325676,0.6972230022620947
368,0368,Duck blood and bean starchy vermicelli soup,1144,0.06324595564006513,0.17514264638787266,0.020433308745251812,0.006551989099900101,0.04475867629912301,0.6898674238277873
369,0369,Sau teed lettuce,539,0.009357061620259531,0.07741737298446306,0.1063750163145294,0.0020447543529518507,0.016744215530990737,0.7880615791968054
370,0370,Ice powder,467,0.025112815526451848,0.6003785615174718,0.33335237384306243,0.010980365940099917,0.0,0.030175883172913913
371,0371,Egg wrapped sausage,477,0.06981207768609343,0.14159069277179515,0.022615180095495055,0.0059153444980216624,0.022615180095495055,0.7374515248530996
372,0372,Rainbow cake,796,0.0,0.0,1.0,0.0,0.0,0.0
373,0373,Blueberry smoothie,169,0.0019668451663885124,0.16029788106066375,0.0019668451663885124,0.0008426554746358304,0.01770160649749661,0.8172241666344269
374,0374,Lava cake,306,0.0,0.0,1.0,0.0,0.0,0.0
375,0375,Stir fried vermicelli,455,0.04229912590233503,0.10417389379202978,0.0020657712649977573,0.003511289789176926,0.018690311445217805,0.8292596078062426
376,0376,Fried shrimp,1014,0.21532390685065644,0.11546354425325056,0.12361746498953066,0.00944962907411908,0.004026627524088947,0.5321188273083544
377,0377,Fried squid flower,475,0.1817265836636067,0.0789102612452339,0.07577005829452498,0.00982310183291215,0.0,0.6537699949637222
378,0378,Stewed croaker in brown sauce,410,0.0018186735948700471,0.007173656957542964,0.8082993754977987,0.009227040483573184,0.0,0.17348125346621507
379,0379,Quick fried liver with distilled grains sauce,376,0.2590121769883053,0.011152192259775751,0.06460233894626853,0.009966643893421211,0.0,0.6552666479122292
380,0380,Pita bread so aw ke d in beef soup,407,0.2143121536511881,0.001392929503768168,0.016516164116108276,0.0074382336006255595,0.0,0.7603405191283099
381,0381,Vinegar turnip,472,0.0,0.00980613409960082,0.0,0.0010396294664713353,0.0,0.9891542364339277
382,0382,Wont on,1771,0.09738157344873515,0.575346234967527,0.0149053428748064,0.008297854062880973,0.01788641144976768,0.28618258319628287
383,0383,Beef soup,976,0.024414190224907005,0.04882838044981401,0.016310320360337034,0.007737554430565171,0.0,0.9027095545343767
384,0384,Mu xu pork,496,0.18743237218454292,0.049914055636101115,0.048895401439445985,0.01903600862111494,0.0,0.6947221621187951
385,0385,Seaweed sushi,785,0.005426886205251229,0.06783607756564035,0.00030149367806951266,0.0036638918729504834,0.0050248946344918785,0.9177467560435966
386,0386,Steamed turbot,788,0.16619528988258783,0.0,0.03054679782888686,0.006452457057052741,0.0,0.7968054552314725
387,0387,Lari mich thys,922,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
388,0388,Fried chicken,559,,,,,,
389,0389,Salted pork in jelly crystal trotter,457,0.15615917399712292,0.026486723028981557,0.1758963845940088,0.017945941130077615,0.0,0.6235117772498091
390,0390,Flower cake,285,0.011094165054146586,0.02723113240563253,0.8007970048174899,0.006567947424146673,0.0,0.15430975029858435
391,0391,Barbecued pork noodle rolls,294,0.0985820900303615,0.2925726011967469,0.0711100186637517,0.007831761907709827,0.02082720211909046,0.5090763260823397
392,0392,Potato chips on sizzling iron plate,329,0.07886021942378998,0.5013952222623684,0.3300446220328988,0.021549129371494564,0.05062631370416147,0.017524493205286665
393,0393,Fried bean sprouts with leek,426,0.13288731885733945,0.09535425933274741,0.07202289800664963,0.00993875416211198,0.008115256113425312,0.6816815135277261
394,0394,Sesame octopus,518,0.03153120623138006,0.08747366889995757,0.4597453295672189,0.012361249978385863,0.010171356848832276,0.39871718847422527
395,0395,Fried razor clam,1981,,,,,,
396,0396,Cheese pizza,471,0.2200570278816059,0.02406231052537186,0.29553453183725953,0.024242459080112883,0.0,0.4361036706756498
397,0397,Pork with garlic sauce,495,,,,,,
398,0398,Scalded beef,415,0.0,0.0,0.999998000004,1.999996000008e-06,0.0,0.0
399,0399,Sugar oil cake,281,0.052698671684824054,0.4670432183592882,0.24741579757112314,0.009344367687544472,0.016871514475367402,0.20662643022185254
400,0400,Braised pork with vermicelli,489,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
401,0401,Marinated quail eggs,323,0.13113835528586054,0.004120055606682208,0.1114424797026968,0.006162196339340643,0.0,0.7471369130654198
402,0402,Chinese chestnut,321,0.01364576720923504,0.23334261927791922,0.0009746976578025031,0.006783086699249445,0.02924092973407509,0.7160128994217186
403,0403,Spicy beef soup,360,0.024414190224907005,0.04882838044981401,0.016310320360337034,0.007737554430565171,0.0,0.9027095545343767
404,0404,Boiled egg,200,0.12650198608620944,0.011262497966339793,0.1066920566275582,0.005179532312503869,0.0,0.7503639270073886
405,0405,Noodles soup,396,0.039029002123753716,0.05531591395147792,0.014697944820141348,0.0021287192379711474,0.006951730658174961,0.8818766892084808
406,0406,Braised pork,1080,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
407,0407,Rice with curry chicken chop,822,0.11043787751277194,0.3084884755433476,0.08432350575433671,0.010046029371073132,0.013954244451072266,0.47274986736739827
408,0408,Balsam pear scrambled eggs,1039,,,,,,
409,0409,Roast chicken wings,375,0.1724636642320361,0.00090823462731909,0.15601452598170149,0.00477667837545929,0.0,0.665836896783484
410,0410,Pork rice,422,0.13858637747499972,0.023873273784014548,0.3806573273273168,0.010776507059837905,0.0,0.4461065143538312
411,0411,Fried bacon with lettuce,395,0.3495903964137632,0.01752074510328412,0.3616487915730823,0.02749558356124129,0.0,0.24374448334862908
412,0412,Fried eggs with pepper,281,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
413,0413,Pork stomach,188,0.16701164731299026,0.0,0.10050433850170452,0.003976235104902692,0.0,0.7285077790804025
414,0414,Australian skewers,288,0.21900481386710222,0.014129342830135627,0.04672775521680568,0.0009545380320530197,0.0,0.7191835500539034
415,0415,Steamed rice with barbecued pork,292,0.03244974690288997,0.22565970782009723,0.023617858602103404,0.006164479411489008,0.014885205001325676,0.6972230022620947
416,0416,Bread soaked in fish head soup,466,0.015865119670746414,0.07139303851835886,0.016856689650168063,0.001489030722397699,0.01090726977363816,0.8834888516646908
417,0417,Shredded pork skin,651,0.13869942649214934,0.08260774666076541,0.1458383675615982,0.015845981140263896,0.0,0.6170084781452232
418,0418,Soy sauce chicken,436,0.0018186735948700471,0.007173656957542964,0.8082993754977987,0.009227040483573184,0.0,0.17348125346621507
419,0419,Tea flavored shrimp,443,0.034336353718549074,0.888583214413361,0.006242973403372558,0.03442011361171098,0.0,0.03641734485300659
420,0420,Pita bread so aw ke d in lamp soup,983,0.2143121536511881,0.001392929503768168,0.016516164116108276,0.0074382336006255595,0.0,0.7603405191283099
421,0421,Scramble egg,479,0.08696408383337682,0.378491410320265,0.07807002980496329,0.011771774620718009,0.020752792732964924,0.423949908687712
422,0422,Stewed chicken with mushroom,377,0.11043787751277194,0.3084884755433476,0.08432350575433671,0.010046029371073132,0.013954244451072266,0.47274986736739827
423,0423,Grilled chicken breast,272,0.27953213378890424,0.0,0.035589504908216406,0.009176220496462429,0.0,0.6757021408064169
424,0424,Oyster sauce beef,410,0.014111025759729789,0.11414251947870316,0.002613152918468479,0.029788584431023054,0.0031357835021621747,0.8362089339099134
425,0425,Stewed spareribs with potatoes,261,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
426,0426,Marinated beef tripe,256,0.1204054101033706,0.0,0.036809938962836575,0.003238725971102802,0.0,0.83954592496269
427,0427,Sesame paste,348,0.1759717847151842,0.23407751230089496,0.4951153035653441,0.025731435288167036,0.053531239819331486,0.015572724311078251
428,0428,Coconut rice,336,,,,,,
429,0429,Mother sho of soup,401,0.018399144985666867,0.08613226114169323,0.032956710249051634,0.008771337448002197,0.0040437681287179925,0.8496967780468682
430,0430,Roasted fresh catfish,272,0.10927083431910999,0.007318138445224797,0.0017042240214907064,0.0038309352027561436,0.0,0.8778758680114185
431,0431,Fried pork with dried meat,1941,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
432,0432,Coconut chicken,535,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
433,0433,Steamed luffa with minced garlic,364,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
434,0434,Spareribs with taro,426,0.0049639379454299035,0.3302927940612974,0.0010500637961486333,0.005971426427661964,0.04868477600325481,0.6090370017662073
435,0435,Fried soybeans with luffa,464,0.13288731885733945,0.09535425933274741,0.07202289800664963,0.00993875416211198,0.008115256113425312,0.6816815135277261
436,0436,Codfish steak,554,0.03277486106014748,0.08589619550014188,0.040893404625505114,0.0035239490520297405,0.012027471948677974,0.8248841178134978
437,0437,Rice bag,418,,,,,,
438,0438,Pickle soup,434,0.015865119670746414,0.07139303851835886,0.016856689650168063,0.001489030722397699,0.01090726977363816,0.8834888516646908
439,0439,Braised pork with braised pork,654,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
440,0440,Fried shrimp,427,0.21532390685065644,0.11546354425325056,0.12361746498953066,0.00944962907411908,0.004026627524088947,0.5321188273083544
441,0441,Salt and pepper duck chin,1526,0.018085950538482845,0.10851570323089707,0.0033786940566396524,0.0019933996814110126,0.007949868368563888,0.8600763841240056
442,0442,Tofu pot,378,0.021780276217462993,0.08910112998053041,0.01881023855144531,0.0030573567733986,0.013860175774749175,0.8533908227024135
443,0443,Fried noodles with beef,425,0.1255721399356747,0.0,0.1581389797280613,0.009508538216217485,0.0,0.7067803421200466
444,0444,Baked prawns with salt,653,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
445,0445,Spicy hot pot,1764,0.060557047657901764,0.10092841276316959,0.032356461738780845,0.0036782469486718664,0.02374786182662814,0.7787319690648479
446,0446,Pork chop soup with radish,498,0.056220867694514155,0.16225648380542607,0.04226126449145452,0.01192781164097048,0.056412095135651964,0.6709214772319828
447,0447,Powder soup,487,0.025112815526451848,0.6003785615174718,0.33335237384306243,0.010980365940099917,0.0,0.030175883172913913
448,0448,Spicy fish,663,0.0,0.0,1.0,0.0,0.0,0.0
449,0449,White bait soup,963,0.024414190224907005,0.04882838044981401,0.016310320360337034,0.007737554430565171,0.0,0.9027095545343767
450,0450,Mixed agaric with coriander,421,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
451,0451,Bamboo rice,270,,,,,,
452,0452,Fried noodles with beef,447,0.1255721399356747,0.0,0.1581389797280613,0.009508538216217485,0.0,0.7067803421200466
453,0453,Braised eggplant with meat,455,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
454,0454,Sugar pie,589,0.1391964413240534,0.1098919273610948,0.2290167837790122,0.007761200165165058,0.0,0.5141336473706746
455,0455,Steamed bun with vegetables,387,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
456,0456,Crystal chicken,420,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
457,0457,Buddha jumps over the wall,1268,0.051882207830325704,0.34236282249646793,0.21788535649280735,0.005176091698745174,0.009958197280292841,0.3727353242013611
458,0458,Spareribs with brown sauce,370,0.12694091946295394,0.20852452837503227,0.11483240329838759,0.009185927287983281,0.016872522524395757,0.5236436990512471
459,0459,Silky chicken roll,432,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
460,0460,Fried rice with eel,434,0.010711733643745091,0.09075759778154932,0.0029213819028395703,0.001861183196480062,0.02726623109316932,0.8664818723822166
461,0461,Grilled cold noodles,768,0.20094834125116814,0.08504019324566221,0.25000999120058864,0.023264318923620114,0.0,0.44073715537896085
462,0462,Cabbage tofu soup,174,0.015865119670746414,0.07139303851835886,0.016856689650168063,0.001489030722397699,0.01090726977363816,0.8834888516646908
463,0463,Northeast big lift,441,0.08311829786446687,0.7534854393365802,0.014455356150342066,0.008001184182775838,0.09757365401480894,0.043366068451026196
464,0464,Grilled chiba tofu,767,0.2938402273147998,0.0,0.03376672442702276,0.009609023664049181,0.0,0.6627840245941282
465,0465,Fried kon jac balls,590,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
466,0466,Spike potatoes,227,0.021780276217462993,0.08910112998053041,0.01881023855144531,0.0030573567733986,0.013860175774749175,0.8533908227024135
467,0467,Hot and sour chicken feet,236,0.07886021942378998,0.5013952222623684,0.3300446220328988,0.021549129371494564,0.05062631370416147,0.017524493205286665
468,0468,Stir fried lily with celery,414,0.04229912590233503,0.10417389379202978,0.0020657712649977573,0.003511289789176926,0.018690311445217805,0.8292596078062426
469,0469,Mango cake,464,0.004615006351034272,0.12647081234323707,0.0,0.001489370560265699,0.019638324898018176,0.8477864858474448
470,0470,Japanese tofu with tinfoil,456,0.05996426794780174,0.03083876637315518,0.32038051732111217,0.010035287308812625,0.011085831049173432,0.5676953299999449
471,0471,Corn pudding crispy,428,0.01968280761866371,0.09113139927441298,0.005904842285599113,0.0044435906479895195,0.01968280761866371,0.859154552554671
472,0472,Cold taro powder,448,0.20094834125116814,0.08504019324566221,0.25000999120058864,0.023264318923620114,0.0,0.44073715537896085
473,0473,Three fresh rice noodles,488,0.001594885823170563,0.8581482532297111,0.0005980821836889611,0.0009037121475904151,0.00498401819740801,0.13377104841843096
474,0474,Rice cake,386,0.08713871321293991,0.7755345475951652,0.03388727736058774,0.009523293146249744,0.036791901134352406,0.05712426755070506
475,0475,Sauce cake,497,0.0,0.0,1.0,0.0,0.0,0.0
476,0476,Duck soup,434,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
477,0477,Duo mang small meatballs,398,0.004615006351034272,0.12647081234323707,0.0,0.001489370560265699,0.019638324898018176,0.8477864858474448
478,0478,Fish ball soup,294,0.022591600442955308,0.0,0.008096989539289293,0.0036704353321435094,0.0,0.9656409746856119
479,0479,Flour cake,378,0.0,0.0,1.0,0.0,0.0,0.0
480,0480,Walnut shortbread,1053,0.0,0.0,1.0,0.0,0.0,0.0
481,0481,Corn pumpkin porridge,390,0.05115511627362545,0.6152823707355506,0.11190181684855567,0.01508638980120447,0.1314402293141765,0.07513407702688739
482,0482,Shrimp and crab porridge,499,0.03133175347888071,0.04734798528917117,0.10400540531807367,0.004090685746376523,0.0,0.8132241701674979
483,0483,Hot and sour cabbage,359,0.07886021942378998,0.5013952222623684,0.3300446220328988,0.021549129371494564,0.05062631370416147,0.017524493205286665
484,0484,Brown sugar ice powder,864,0.05337027191732935,0.40060417764916567,0.02673186999712118,0.0030694916458232848,0.06636233460823789,0.44986185418232255
485,0485,Egg rice roll,1232,0.09233170602751095,0.5053946014137441,0.06220241248169159,0.00864905107304021,0.035960769715977954,0.295461459288035
486,0486,Smoked sauce meat platter,578,0.16562465389019798,0.03149916730427078,0.040644086844220356,0.015396996198761776,0.0,0.7468350957625491
487,0487,Pepper chicken,336,0.08841734258774994,0.5442049141950538,0.027742111341295936,0.018303691922730257,0.21529920764870772,0.10603273230446239
488,0488,Scrambled eggs with loofah,480,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
489,0489,Stir fried pork and bone with chili,553,0.262697388133708,0.0,0.12089258119572463,0.007665097516148396,0.0,0.608744933154419
490,0490,Corn grilled ribs,384,0.01968280761866371,0.09113139927441298,0.005904842285599113,0.0044435906479895195,0.01968280761866371,0.859154552554671
491,0491,Roasted yellow throat,426,0.0366159621745754,0.05707782338977929,0.03269981648745503,0.014795648762694753,0.03916145687120363,0.819649292314292
492,0492,Barbecued pork,406,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
493,0493,Seaweed soup,433,0.015865119670746414,0.07139303851835886,0.016856689650168063,0.001489030722397699,0.01090726977363816,0.8834888516646908
494,0494,Steamed pork,186,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
495,0495,Pineapple sweet and sour pork,442,0.24613129603344608,0.01899602533702115,0.3908483277676341,0.018742949257531158,0.0,0.3252814016043675
496,0496,Egg waffles,1297,0.0636563607355442,0.45367787254379915,0.035364644853080114,0.011810780962504385,0.013135439516858327,0.4223549013882139
497,0497,Camphor tea duck,498,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
498,0498,Sausage rice,409,0.13858637747499972,0.023873273784014548,0.3806573273273168,0.010776507059837905,0.0,0.4461065143538312
499,0499,Mongolian roasted whole lamb,1321,0.11309641749821744,0.030534023907156396,0.13037224681410856,0.005836287391335408,0.0,0.7201610243891822
500,0500,Kelp salad,1321,0.006106919954564515,0.08651469935633063,0.3348627775086209,0.007625507383266226,0.0010178199924274192,0.5638722758047903
501,0501,Twice cooked beef,487,0.15796410480753256,0.0003057369770468372,0.3828846075883225,0.012979125767127196,0.0,0.4458664248599709
502,0502,Fried loofah,377,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
503,0503,Fried liang pi,429,0.040498844763169166,0.11333849361778996,0.0,0.0051075161776860094,0.04079020335858765,0.8002649420827672
504,0504,Fried bean curd,500,0.13288731885733945,0.09535425933274741,0.07202289800664963,0.00993875416211198,0.008115256113425312,0.6816815135277261
505,0505,Sweet corn pie,937,0.03141623254295329,0.18557041707048805,0.011512780869777911,0.004046888824636297,0.026342803685085056,0.7411108770070595
506,0506,Beef rice roll,326,0.1899092817261981,0.0222821439269705,0.10732225285926159,0.018359127180620806,0.0,0.6621271943069491
507,0507,Sausage,379,0.0348056428263414,0.052157128483131074,0.10441692847902422,0.004702355284502763,0.0,0.8039179449270005
508,0508,Chicken bibimbap,270,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
509,0509,Beef offal pot,423,0.30575734778507685,0.0,0.10472239220143759,0.006639029232635057,0.0,0.5828812307808505
510,0510,Fillet steak,434,0.2280519277280129,0.0,0.008108512985884903,0.007518010527687834,0.0,0.7563215487584143
511,0511,Banana pancake,839,0.003940463536428108,0.15072273026837513,0.000985115884107027,0.0010924935154746928,0.01576185414571243,0.8274973426499026
512,0512,Plum dried vegetable meat bun,383,0.02069307565075214,0.60636406998626,0.0036070498840760612,0.008440971340564835,0.0673948794130001,0.29349995372534693
513,0513,Smoked chicken skeleton,804,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
514,0514,Eight treasurer ice,940,0.0408770561221542,0.2213343038809325,0.12961017794829383,0.0049926339046367195,0.006979009581831205,0.5962068185621515
515,0515,Fish pot,409,0.021780276217462993,0.08910112998053041,0.01881023855144531,0.0030573567733986,0.013860175774749175,0.8533908227024135
516,0516,Yam pork ribs con gee,308,0.056220867694514155,0.16225648380542607,0.04226126449145452,0.01192781164097048,0.056412095135651964,0.6709214772319828
517,0517,Arctic shellfish sushi,750,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
518,0518,Li wan boat porridge specialty,472,0.04439465592096514,0.09696990012399577,0.0404041250516649,0.00416302156612574,0.007981061738600475,0.8060872355986479
519,0519,Salami pizza,344,0.02147180179186717,0.08529624014567418,0.011326867917728092,0.008160348421548754,0.019698900726483642,0.8540458409966982
520,0520,Lotus leaf rice,798,0.06119474513566711,0.6028607152195746,0.06722576469568686,0.013486027169035478,0.21148775257135938,0.04374499520867662
521,0521,Salted fish and eggplant clay pot,356,0.02706368084101892,0.05613207878137257,0.052122644582703104,0.0036556016306368887,0.006014151298004204,0.8550118428662644
522,0522,Mutton string,1224,0.0,0.0,0.999998000004,1.999996000008e-06,0.0,0.0
523,0523,Fried beef with bitter melon,475,0.1255721399356747,0.0,0.1581389797280613,0.009508538216217485,0.0,0.7067803421200466
524,0524,Stir fried cauliflower,398,0.04229912590233503,0.10417389379202978,0.0020657712649977573,0.003511289789176926,0.018690311445217805,0.8292596078062426
525,0525,Beef hot and sour noodle,420,0.24613129603344608,0.01899602533702115,0.3908483277676341,0.018742949257531158,0.0,0.3252814016043675
526,0526,Cold bitter chrysanthemum,201,0.20094834125116814,0.08504019324566221,0.25000999120058864,0.023264318923620114,0.0,0.44073715537896085
527,0527,Yellow throat,483,0.0366159621745754,0.05707782338977929,0.03269981648745503,0.014795648762694753,0.03916145687120363,0.819649292314292
528,0528,Fried chicken with hot peppers,500,,,,,,
529,0529,Tiger cake,458,0.0,0.0,1.0,0.0,0.0,0.0
530,0530,Steamed egg dumplings,236,0.045585756837477794,0.08065172363553764,0.04197897168110593,0.004827862271061565,0.0,0.826955685574817
531,0531,Shredded cucumber,500,0.3884271286699233,0.03498511644913995,0.2804965054895854,0.03960212586393231,0.0,0.256489123527419
532,0532,Spicy noodles,364,0.019831854825587067,0.07833582656106892,0.024789818531983834,0.001466109531691175,0.010907520154072889,0.8646688703955961
533,0533,Grandma s scrambled eggs,926,,,,,,
534,0534,Stir fried chicken with rice pepper,364,,,,,,
535,0535,Smoked hair tail,236,0.11618551932990714,0.04759529607637424,0.44680466380904643,0.011913500084693128,0.0,0.377501020699979
536,0536,Sesame soy sauce lettuce,269,0.0018186735948700471,0.007173656957542964,0.8082993754977987,0.009227040483573184,0.0,0.17348125346621507
537,0537,Braised beef,500,0.0,0.0,0.999998000004,1.999996000008e-06,0.0,0.0
538,0538,Hag g is soup,641,0.08524312628174441,0.7543025476791569,0.09218152028142129,0.01772164947431754,0.02577117771308552,0.02477997857027454
539,0539,Braised pork ribs,469,0.18286792693179765,0.0,0.14844218657087196,0.006370759261911725,0.0,0.6623191272354186
540,0540,Cake box,494,0.0,0.0,1.0,0.0,0.0,0.0
541,0541,Taro chicken,499,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
542,0542,Tiger green peppers,500,0.008926186064741808,0.03868013961388116,0.005950790709827871,0.006217951458745594,0.006942589161465849,0.9332823429913378
543,0543,Spicy fried sea screw,313,0.040498844763169166,0.11333849361778996,0.0,0.0051075161776860094,0.04079020335858765,0.8002649420827672
544,0544,Called naan package meat,320,0.17167991723173645,0.007132103386481632,0.041162425259122566,0.017501814916537475,0.0,0.7625237392061219
545,0545,Dried marinated orchid,311,0.3557694404091062,0.5082420577272946,0.059951818238035984,0.0452309915551537,0.0,0.030805692070409493
546,0546,Sau teed bacon with peas,432,0.009357061620259531,0.07741737298446306,0.1063750163145294,0.0020447543529518507,0.016744215530990737,0.7880615791968054
547,0547,Chicken skin skewers,563,0.2257474543362564,0.0,0.02628703690493297,0.006510536516617248,0.0,0.7414549722421933
548,0548,Baked scallops,486,0.2642874631624226,0.01708322005232389,0.012058743566346277,0.009173236965214191,0.0,0.697397336253693
549,0549,Scrambled eggs with chives,370,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
550,0550,Wooden barrel rice,445,,,,,,
551,0551,Noise tte three kinds of meat,757,,,,,,
552,0552,Tofu rice noodles,409,0.001594885823170563,0.8581482532297111,0.0005980821836889611,0.0009037121475904151,0.00498401819740801,0.13377104841843096
553,0553,Chicken rack,1038,0.08238387551404107,0.6556383426325767,0.19222904286609582,0.010903113620114223,0.03923041691144812,0.01961520845572406
554,0554,Cold gluten,217,0.20094834125116814,0.08504019324566221,0.25000999120058864,0.023264318923620114,0.0,0.44073715537896085
555,0555,Carbon baking bullfrog,216,0.0,0.0,1.0,0.0,0.0,0.0
556,0556,Spicy bullfrog,431,0.060557047657901764,0.10092841276316959,0.032356461738780845,0.0036782469486718664,0.02374786182662814,0.7787319690648479
557,0557,Boiled ed amame,392,0.12650198608620944,0.011262497966339793,0.1066920566275582,0.005179532312503869,0.0,0.7503639270073886
558,0558,Yam spring rolls,769,0.013113501208722294,0.15951497738968165,0.000978619493188231,0.004939699326206778,0.02446548732970577,0.7969877152524952
